code,name,address,latitude,longitude,is_active
41726485,"INVERMEDICA .","CL 63D N 71A-86",4.75188210,-74.14597910,1
41778477,"FARMAEXPERTOS 2","CR 18 B BIS A 73 - 21 SUR",4.54432850,-74.14416170,1
46662728,"DROGUERIA CENTER SALUD MF","CL 22 N0 81 B - 38",4.66341910,-74.12770540,1
50933291,"DROGUERIA C V N DESCUENTOS 2","DG 132 C N0 113 - 04 BRR VILLA MARIA",4.73457240,-74.10981150,1
51595564,SALVAVIDAS,"CL 124 N0 7 - 35 OFI 606 USAQUEN",4.70542170,-74.03142330,1
51662814,"SU FARMACIA AMIGA .","CR 73A N0 51A - 06",4.67322470,-74.11466050,1
51680778,"DROGUERIA LABOYANA","CL 8 SUR N0 40 - 33",4.60609670,-74.11551500,1
51683121,"DROGUERIA J FRANCISCO .","CRA. 90 # 81 - 23",4.71183500,-74.09970480,1
51693361,"DROGUERIAS PRESALUD","CR 74 N0 44-36 SUR",4.60289090,-74.14982250,1
51703444,"DROGUERIA JUAN PABLO NORTE .","CLL. 64 C # 110 D - 62 SAN ANTONIO",4.70248370,-74.13201020,1
51753610,"DROGUERIA DONDE KAMI .","CL 58A N0 49A-02 LC 1",4.58041110,-74.15168550,1
51755492,"DROGAS YADDY .","CLL. 87 # 95  - 08 BACHUE",4.70468540,-74.10367030,1
51768451,"DROGUERIA LUZERI .","CRA. 18 N BIS B # 67 B  - 18 SUR  JUAN PABLO II",4.55406220,-74.14663220,1
51792494,"DROGUISALUD C R","CL 57  SUR # 16  - 25 SUR SAN BENITO",4.62627340,-74.10795950,1
51821488,"DROGUERIA EL SHADDAI A.M .","DG 52 SUR N0 27 - 01 EL CARMEN",4.58069830,-74.13435670,1
51878458,"DROGUERIAS DR ACOSTA .","CR 105 C N0 66 - 33",4.69939850,-74.12471010,1
51878524,"DROGUERIA SHEM-SALUD","CR 7 OESTE N0 30 C - 16",4.58556330,-74.21993830,1
51906657,"DROGAS SUPER SALUD MV .","TRANSV.34A BIS#40-53 SUR NUEVA VILLAMAYOR",4.59000630,-74.12569070,1
51907896,"FULLFARMA JS DROGUERIAS","CL 135 B N0 126 - 04 GAITANAS",4.74233840,-74.12484390,1
51934049,"HIPERDROGUERIA ALICE","CL 54 SUR N0 13A - 13",4.53740400,-74.11413220,1
51965621,"HIPER FARMA SALUD HA","CR 12 B SUR N0 53 - 84",4.56040500,-74.12665330,1
52015593,"FARMALYNE DROGUERIA","CR 82 B N0 52 A - 20 SUR",4.62341670,-74.17824500,1
52039683,"DROGUERIA MINIMARKET COOPFAMILIAR","CL 71 P SUR N0 27 K - 10",4.54924670,-74.16288670,1
52056535,"DROGUERIA ANDRUS","CL 127 D  N0 95 A - 07",4.72585320,-74.09227210,1
52089078,"DROGUERIA SUPER SALUD JL .","CRA. 109 A  # 64 - 57 VILLAS DEL DORADO",4.70086760,-74.12968490,1
52090505,"DROGUERIA PHARMANEXT.A","CL 139 N0 148 B - 10",4.74362000,-74.09302960,1
52102121,"DROGAS NUEVO MILENIO ENGATIVA .","CL 67 N0 115 A - 83 LINDERAMA ENGATIVA",4.71209840,-74.13669320,1
52120566,"DROGUERIA C Y M .","CL 64 SUR N0 22A - 28",4.56696170,-74.14669670,1
